,token,token_id,anchor_type,event_anno
2499,vrij,50-184,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2500,wat,50-185,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2501,bevreest,50-186,"('0', '0', '0', 'isOfType')","('0', '0', '0', 'Miscellaneous')"
2502,",",50-187,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2503,oor,50-188,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2504,desen,50-189,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2505,hebben,50-190,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2506,d'onse,50-191,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2507,verscheijden,50-192,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2508,Schepen,50-193,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2509,ledich,50-194,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2510,van,50-195,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2511,daer,50-196,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2512,herwaertse,50-197,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2513,gesonden,50-198,"('0', 'isOfType', 'isOfType', 'isOfType')","('0', 'Transportation', 'TransLocation', 'TransLocation')"
2514,",",50-199,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2515,ende,50-200,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2516,nu,50-201,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2517,versoecken,50-202,"('0', '0', '0', 'isOfType')","('0', '0', '0', 'Miscellaneous')"
2518,sij,50-203,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2519,andere,50-204,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2520,",",50-205,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2521,soo,50-206,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2522,om,50-207,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2523,de,50-208,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2524,Peper,50-209,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2525,van,50-210,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2526,daer,50-211,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2527,te,50-212,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2528,lichten,50-213,"('0', '0', '0', 'evokes')","('0', '0', '0', 'TransLocation')"
2529,",",50-214,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2530,als,50-215,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2531,om,50-216,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2532,Compes,50-217,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2533,Volck,50-218,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2534,ende,50-219,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2535,restanten,50-220,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2536,aldaer,50-221,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2537,te,50-222,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2538,mogen,50-223,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2539,verseeckeren,50-224,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2540,Onse,51-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2541,tfachten,51-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2542,Int,51-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2543,',51-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2544,vaerwater,51-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2545,van,51-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2546,Mallacca,51-7,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2547,cruijssende,51-8,"('isOfType', '0', 'isOfType', 'isOfType')","('Voyage', '0', 'Voyage', 'TransLocation')"
2548,",",51-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2549,hadden,51-10,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2550,",",51-11,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2551,niet,51-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2552,anders,51-13,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2553,verricht,51-14,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2554,",",51-15,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2555,dan,51-16,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2556,met,51-17,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2557,onse,51-18,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2558,Jongste,51-19,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2559,geaduiseert,51-20,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2560,is,51-21,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2561,;,51-22,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2562,E.,51-23,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2563,ober,51-24,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2564,deeen,51-25,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2565,sijn,51-26,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2566,vande,51-27,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2567,Noort,51-28,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2568,naer,51-29,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2569,Pedra,51-30,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2570,branca,51-31,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2571,",",51-32,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2572,om,51-33,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2573,de,51-34,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2574,Zuijdt,51-35,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2575,vertrocken,51-36,"('isOfType', '0', 0, 'isOfType')","('Leaving', '0', 'Leaving', 'Leaving')"
2576,C,51-37,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2577,=,51-38,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2578,a,51-39,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2579,sog,51-40,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2580,om,51-41,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2581,de,51-42,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2582,Maccausche,51-43,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2583,dravetten,51-44,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2584,daer,51-45,"('0', '0', '0', 0)","('0', '0', '0', 0)"
2585,omtrent,51-46,"('0', '0', '0', 0)","('0', '0', '0', 0)"
2586,te,51-47,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2587,cruijssen,51-48,"('0', '0', '0', 'isOfType')","('0', '0', '0', 'TransLocation')"
2588,Vooren,52-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2589,Is,52-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2590,geseijdt,52-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2591,hoe,52-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2592,hier,52-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2593,van,52-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2594,Teijouhan,52-7,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2595,ende,52-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2596,Japan,52-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2597,Godtloff,52-10,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2598,.,52-11,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2599,abel,52-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2600,aengecomen,52-13,"('isOfType', 'isOfType', 'isOfType', 'isOfType')","('Arriving', 'Arriving', 'Arriving', 'Arriving')"
2601,sijn,52-14,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2602,de,52-15,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2603,Schepen,52-16,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2604,Brasimus,52-17,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2605,ende,52-18,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2606,de,52-19,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2607,Vreede,52-20,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2608,.,52-21,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2609,t,52-22,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2610,Schip,52-23,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2611,",",52-24,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2612,de,52-25,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2613,Vreede,52-26,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2614,heel,52-27,"('evokes', '0', '0', '0')","('BeingDamaged', '0', '0', '0')"
2615,mastelaos,52-28,"('evokes', 'evokes', 'isOfType', '0')","('BeingDamaged', 'BeingDamaged', 'BeingDamaged', '0')"
2616,",",52-29,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2617,sijnde,52-30,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2618,op,52-31,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2619,5â,52-32,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2620,Draden,52-33,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2621,bij,52-34,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2622,N.,52-35,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2623,den,52-36,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2624,Aquinoctiael,52-37,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2625,alle,52-38,"('0', '0', 'isOfType', '0')","('0', '0', 'Damaging', '0')"
2626,de,52-39,"('0', '0', 'isOfType', '0')","('0', '0', 'Damaging', '0')"
2627,masten,52-40,"('0', '0', 'isOfType', '0')","('0', '0', 'Damaging', '0')"
2628,ouer,52-41,"('0', '0', 'isOfType', '0')","('0', '0', 'Damaging', '0')"
2629,boort,52-42,"('0', '0', 'isOfType', '0')","('0', '0', 'Damaging', '0')"
2630,geblingert,52-43,"('0', '0', 'isOfType', '0')","('0', '0', 'Damaging', '0')"
2631,",",52-44,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2632,ende,52-45,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2633,in,52-46,"('0', '0', 'isOfType', 'isOfType')","('0', '0', 'HavingInternalState', 'Miscellaneous')"
2634,groot,52-47,"('0', '0', 'isOfType', 'isOfType')","('0', '0', 'HavingInternalState', 'Miscellaneous')"
2635,perijckel,52-48,"('0', '0', 'isOfType', 'isOfType')","('0', '0', 'HavingInternalState', 'Miscellaneous')"
2636,geweest,52-49,"('0', '0', 'isOfType', 'isOfType')","('0', '0', 'HavingInternalState', 'Miscellaneous')"
2637,.,52-50,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2638,hebben,52-51,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2639,door,52-52,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2640,haer,52-53,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2641,verstaen,52-54,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2642,",",52-55,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2643,hoe,52-56,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2644,d'heere,52-57,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2645,bij,52-58,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2646,geleeft,52-59,"('0', '0', '0', '0')","('0', '0', '0', '0')"
